company_name,company_link,company_number,company_email,price
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,info@londondoctorsclinic.co.uk,198.0
effect doctors,effectdoctors.com,+44 20 7305 7608,info@effectdoctors.com,198.0
gpdq ltd,www.gpdq.co.uk,+44 20 3805 1781,support@gpdq.co.uk,198.0
zoomdoc health,www.zoomdoc.com,+44 20 7993 2292,info@zoomdoc.com,198.0
covid19 health clinics limited,,+44 121 794 7458,info@covid19healthclinics.com,199.0
first medical consultants,www.firstmc.co.uk,+44 1782 213214,info@firstmc.co.uk,199.0
pyramid pharmacy woolwich,pyramidpharmacywoolwich.co.uk,+44 20 8317 1176,woolwich@pyramidpharmacy.co.uk,199.0
south west london covid 19 testing centre,www.swltest.com,+44 7930 192187,info@swltest.com,199.0
vsm pharmacy,www.vsmpharmacy.co.uk,+44 1276 21002,digital@vsmpharmacy.co.uk,199.0
dr. wayne cotrell & co.,www.drwaynecottrell.com,+44 20 3197 9100,contact@drwaynecottrell.com,200.0
edgcare private community family doctors,www.privatedoctorsnorthlondon.co.uk,+44 20 3818 9240,reception@edgcare.net,200.0
samedaydoctor manchester,questionnaire.heydoc.co.uk,+44 161 827 7868,manchester@samedaydoctor.co.uk,200.0
your private health,yourprivatehealth.co.uk,+44 161 519 4448,info@yourprivatehealth.co.uk,210.0
ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk,216.0
medicspot,fgsaunderspharmacy.co.uk,+44 1753 863775,customerservices@fgsaunderspharmacy.co.uk,219.0
dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,info@dpgpcovidtesting.co.uk,220.0
lyca health,lycahealth.com,+44 20 7132 1440,enquiries@lycahealth.com,220.0
the wellness people ltd,,+44 7752 095822,roshni@thewellnesspeople.co,220.0
harley street dr,www.harleystreetdr.com,+44 20 3633 5765,concierge@harleystreetdr.com,225.0
https://private-testing-providers.london.cloudapps.digital/refresh-cache?id=750482,www.occupationalhealthbristol.co.uk,+44 117 313 5203,hello@occupationalhealthbristol.co.uk,225.0
pyser testing,pysertesting.com,+44 20 7193 3740,sales@pysertesting.com,234.0
258 postal racoo screening ltd,www.racoorapidtesting.com,+44 1793 677480,info@racoo.co.uk,245.0
an sf screening and vaccination service,www.sfvaccinations.co.uk,+44 113 873 0242,info@sfvaccinations.co.uk,250.0
test to you,testtoyou.co.uk,+44 7872 172176,customercare@testtoyou.co.uk,250.0
aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk,260.0
ambulance services 24 ltd,www.ambulanceservices24.co.uk,+44 1264 310303,info@ambulanceservices24.co.uk,260.0
medical and rescue - london and lhr,www.medicalandrescue.co.uk,+44 1784 637999,enquiries@medicalandrescue.co.uk,260.0
dr tim lebens,www.drlebens.com,+44 20 7483 5148,info@drlebens.com,273.33
29 fleet street ltd t/a fleet street clinic,fleetstreetclinic.com,+44 20 7353 5678,testandrelease@fleetstreetclinic.com,275.0
my london pharmacy,www.mylondonpharmacy.co.uk,+44 20 4525 4599,info@mylondonpharmacy.co.uk,34.99
1010labs,www.1010labs.co.uk,+44 121 822 8430,covenquiries@1010labs.co.uk,39.99
uk health testing,ukhealthtesting.com,+44 1604 800609,covid@ukhealthtesting.com,39.99
100 covid clear,100covidclear.co.uk,+44 330 133 3899,help@100covidclear.co.uk,40.0
anglia dna services,covidfit2fly.com,+44 1603 320777,ttp@angliadna.co.uk,40.0
hhh diagnostics,hhhdiagnostics.co.uk,+44 161 806 0420,info@hhhdiagnostics.co.uk,41.99
expert tms limited,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com,42.49
004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk,43.5
optimized body & mind,optimizedbodyandmind.co.uk,+44 333 012 4214,info@optimizedbodyandmind.co.uk,45.0
andres pharmacy,pharmaelite.co.uk,+44 20 8904 9059,andrespharm261@hotmail.com,50.0
daya pharmacy,pharmaelite.co.uk,+44 20 8573 3084,dayapharm750@hotmail.com,50.0
quick clinics,www.quickclinics.co.uk,+44 20 8092 6507,bookings@quickclinics.co.uk,50.0
covid travel clinics,www.covidtravelclinics.com,+44 333 090 9494,info@covidtravelclinics.com,51.0
doctor driver assessment ltd,www.doctordriverassessment.com,+44 800 001 6784,sales@doctordriverassessment.com,54.5
123tests.co.uk,,+44 20 3148 2505,support@123tests.co.uk,55.0
alphabiolabs,www.alphabiolabs.co.uk,+44 1925 255450,covid@alphabiolabs.com,55.0
outcome diagnostics (outcomedx),123tests.co.uk,+44 20 3148 2505,support@123tests.co.uk,55.0
live covid testing,livecovidtesting.co.uk,+44 330 223 5697,info@livecovidtesting.co.uk,59.0
001 covid test,001covidtest.co.uk,+44 330 133 4285,contact@001covidtest.co.uk,60.0
1 stop covid shop,www.1stopcovidshop.com,+44 7862 268224,contact@1stopcovidshop.com,60.0
blindspot global,www.blindspotglobal.com,+44 333 242 0580,info@blindspotglobal.com,60.0
confirm testing,www.confirmtesting.com,+44 20 3870 3623,info@confirmtesting.com,60.0
004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk,64.0
abicare health,abicarehealth.co.uk,+44 161 518 2999,results@abicarehealth.co.uk,64.0
alphabiolabs,www.alphabiolabs.co.uk,+44 1925 255450,covid@alphabiolabs.com,65.0
expert doctors,www.expertdoctors.uk,+44 1274 270270,support@expertdoctors.uk,70.0
101 testing,101testing.co.uk,+44 20 3488 8434,info@101testing.co.uk,75.0
ais covid testing ltd,aiscovid.com,+44 7942 322777,info@aiscovid.com,75.0
jdoc medical limited,,+44 20 3656 5657,covid19@jdoc365.co.uk,75.0
pexpo diagnostics,londontesting.co.uk,+44 20 3575 1209,day2day8@pexpo.co.uk,75.0
sterling testing,www.sterlingtesting.co.uk,+44 333 335 5373,bookings@sterlingtesting.co.uk,75.0
iq  doctor,www.iqdoctor.co.uk,+44 7830 348783,help@iqdoctor.co.uk,80.0
1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,1corporate@rightangled.co,84.0
dante labs,www.dantelabs.co.uk,+44 808 196 5659,contact@dantelabs.com,84.0
kurix health,,+44 808 196 5787,hello@kurixhealth.co.uk,84.0
randox health airport testing,fly.randox.com,+44 800 254 5201,covidcustomersupport@randox.com,86.0
now test,www.nowtest.com,+44 20 3488 7870,support@nowtest.com,90.0
eurofins forensic services ltd,www.eurofins.co.uk,+44 1925 980595,covid19administration@eurofins.co.uk,98.9
klinical enterprises ltd t/a national covid testing,nationalcovidtesting.co.uk,+44 116 304 6220,support@nationalcovidtesting.co.uk,99.0
medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,cs@medicinesonline.org.uk,99.0
katalyst laboratories,katalystlaboratories.com,+44 20 7880 1804,testing@wearekatalyst.com,100.0
blindspot global ltd,blindspotglobal.com,+44 333 242 0580,info@blindspotglobal.com,120.0
randox health london limited,fly.randox.com,+44 800 254 5201,covidcustomersupport@randoxhealth.com,120.0
baseline medicine,www.baselinemedicine.co.uk,+44 7540 256296,info@baselinemedicine.co.uk,129.0
citydoc medical limited,www.citydoc.org.uk,+44 20 3325 0174,support@citydoc.org.uk,134.0
citydoc medical limited,www.citydoc.org.uk,+44 1688 320318,support@citydoc.org.uk,134.0
3a covid testing limited,3acovidtesting.com,+44 20 3371 1008,info@3acovidtesting.com,135.0
sirkka networks limited,www.sirkkaltd.com,+44 330 088 1263,day2day8@sirkkaltd.com,135.0
tp healthcare services ltd,www.tphealthcareservices.com,+44 20 4542 4558,enquiries@tphealthcareservices.com,135.0
apollo testing,www.apollotesting.com,+44 121 828 4023,support@apollotesting.com,145.0
fusion radiology ltd,www.fusion-radiology.com,+44 1582 249216,info@fusion-radiology.com,150.0
shakib&neale limitd (107 harley street),harleystreetmaxillofacialclinic.com,+44 20 7935 8627,covidtesting@107harleystreet.co.uk,150.0
the new foscote hospital,thefoscotehospital.co.uk,+44 1295 252281,covidtesting@foscote.hospital,150.0
pharmacy led clinic,pharmacyledclinic.co.uk,+44 7729 483366,info@masterspharmacy.co.uk,155.0
enoura medical (af aesthetics),www.covidtesthub.co.uk,+44 115 824 8444,info@covidtesthub.co.uk,159.0
10 hs linknurse clinic london,www.linknurse.co.uk,+44 20 3950 8134,10harley@linknurse.co.uk,160.0
heathrow medical services,www.heathrowmedical.com,+44 20 8528 2633,covidtests@heathrowmedical.com,160.0
helix services limited also t/a travel test assured,www.traveltestassured.com,+44 113 871 5185,info@traveltestassured.com,160.0
travel centre clapham ltd,www.travelcentreclapham.com,+44 20 7720 8701,covidtests@travelcentreclapham.com,160.0
0001ace-thetix,testingservices.online,+44 20 7193 6318,covid@testingservices.online,175.0
new street pharmacy,thetravelvaccineroom.co.uk,+44 7940 916597,info@thetravelvaccineroom.co.uk,180.0
north and north west london covid tests,,+44 20 3191 6699,nanwlcovidtesting@gmail.com,185.0
my private chemist,myprivatechemist.com,+44 20 3987 9202,info@myprivatechemist.com,195.0
"dr wayne cottrell, private gp canary wharf",www.drwaynecottrell.com,+44 20 3197 9100,contact@drwaynecottrell.com,198.0
lord's pharmacy,www.lordspharmacy.net,+44 20 7586 9668,info@lordspharmacy.net,205.0
ukcovidtest,ukcovidtest.co.uk,+44 29 2128 0591,info@ukcovidtest.co.uk,220.0
aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk,250.0
cht,,+44 20 3319 6469,contact@covidhometest.co,299.0
100 covid clear,100covidclear.co.uk,+44 330 133 3899,help@100covidclear.co.uk,30.0
ck doctors covid travel clinics,www.covidtravelclinics.com,+44 333 090 9494,support@covidtravelclinics.com,30.0
expert doctors,www.expertdoctors.uk,+44 1274 270270,support@expertdoctors.uk,32.0
uk health testing,ukhealthtesting.com,+44 1604 800609,covid@ukhealthtesting.com,33.0
1010labs,www.1010labs.co.uk,+44 121 822 8430,covenquiries@1010labs.co.uk,34.0
my london pharmacy,www.mylondonpharmacy.co.uk,+44 20 8126 5156,info@mylondonpharmacy.co.uk,34.99
quick clinics,www.quickclinics.co.uk,+44 20 8092 6507,bookings@quickclinics.co.uk,35.0
123tests.co.uk,123tests.co.uk,+44 20 3148 2505,support@123tests.co.uk,36.0
hhh diagnostics,hhhdiagnostics.co.uk,+44 161 806 0420,info@hhhdiagnostics.co.uk,38.99
1 health hub ltd,www.1healthhub.co.uk,+44 1604 930385,info@thehealthhub.com,39.0
247hometesting.com,247hometesting.com,+44 20 3976 8353,info@247hometesting.com,39.99
medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,cs@medicinesonline.org.uk,44.0
1 health hub,www.1healthhub.co.uk,+44 1604 930385,info@thehealthhub.com,45.0
outcome diagnostics (outcomedx),www.outcomedx.com,+44 20 3148 2505,contact@outcome-diagnostics.co.uk,45.0
hale clinic harley street,www.haleclinic.com,+44 20 7631 0156,info@haleclinic.com,49.0
sterling testing,www.sterlingtesting.co.uk,+44 333 335 5373,bookings@sterlingtesting.co.uk,54.99
abicare health,abicarehealth.co.uk,+44 161 518 2999,results@abicarehealth.co.uk,56.0
live covid testing,livecovidtesting.co.uk,+44 330 223 5697,info@livecovidtesting.co.uk,57.0
1 stop covid shop,www.1stopcovidshop.com,+44 7862 268224,contact@1stopcovidshop.com,59.0
123clinics,123clinics.co.uk,+44 121 817 0999,mail@123clinics.co.uk,59.0
ais covid testing ltd,aiscovid.com,+44 7942 322777,info@aiscovid.com,59.0
0044 covid test,0044covidtest.com,+44 20 3950 3394,hello@0044covidtest.com,60.0
0044 covid test,,+44 20 3950 3394,hello@0044covidtest.com,60.0
1 covclinics,www.covclinics.co.uk,+44 161 529 5488,info@covclinics.co.uk,60.0
rivahealth,rivahealth.co.uk,+44 161 518 2999,info@rivahealth.co.uk,60.0
screen4,screen4.org,+44 1226 730052,covid19@screen4.org,60.0
apollo testing,www.apollotesting.com,+44 121 828 4023,support@apollotesting.com,89.0
brunswick hygiene,brunswickhygiene.com,+44 20 4541 6392,info@brunswickhygiene.com,89.0
check my body health,checkmybodyhealth.com,+44 1604 930250,covidteam@checkmybodyhealth.com,96.0
private gp services uk ltd,privategpservices.co.uk,+44 1245 234134,info@privategpservices.co.uk,99.0
the health suite,thehealthsuite.co.uk,+44 116 241 0010,info@thehealthsuite.co.uk,110.0
me360 healthcare limited t/a me360 testing services,www.me360testingservice.com,+44 7983 443737,me360testingservice@gmail.com,119.0
iqdoctor,www.iqdoctor.co.uk,+44 121 753 4928,help@iqdoctor.co.uk,120.0
sussex healthcare solutions ltd,,+44 323325445,sussexhealthcare@outlook.com,120.0
alphabiolabs,www.alphabiolabs.co.uk,+44 1925 255450,covid@alphabiolabs.com,130.0
northend clinic,northendclinic.co.uk,+44 151 728 3155,enquiries@northendclinic.co.uk,145.0
travel test centre ltd,www.traveltestcentre.co.uk,+44 20 3488 8976,info@traveltestcentre.com,149.0
biolab london ltd,,+44 7776 526772,customer.service@biolablondon.co.uk,150.0
kings medical centre,kingsmedicalcentre.london,+44 20 7723 7258,info@kingsmedicalcentre.london,154.0
arriving uk,www.arrivinguk.com,+44 330 024 9176,info@arrivinguk.com,159.0
"cheltenham, worcester & west midlands travel clinics",raylanetravelclinics.co.uk,+44 330 133 4124,covidtest@raylane.co.uk,159.0
medi-park clinic,coronavirus.fitnessgenes.com,+44 1869 255770,support@fitnessgenes.com,159.0
one scientific ltd,onescientific.co.uk,+44 117 938 2410,covidenquiries@onescientific.co.uk,159.0
london corona test centre,www.londoncoronatestcentre.com,+44 1895 671717,tests@londoncoronatestcentre.com,165.0
test assurance group,testassurancegroup.com,+44 330 118 0008,testing@testassurancegroup.com,165.0
the montague clinic,montagueclinic.com,+44 20 3637 7999,expresscovidtests@montagueclinic.com,165.0
travel centre clapham,www.travelcentreclapham.com,+44 20 7720 8701,covidtests@travelcentreclapham.com,165.0
northway clinic,northwayclinic.co.uk,+44 20 3405 0860,info@northwayclinic.co.uk,170.0
"t/a nash travel, tourism and transport services ltd",www.covidfittoflytest.co.uk,+44 7795 388789,info@covidfittoflytest.co.uk,174.99
"pct healthcare t/a peak pharmacy, manor pharmacy, cox-robinson pharmacy",www.peakpharmacy.co.uk,+44 115 951 2092,pharmacy.online@pcthealthcare.com,175.0
your doctor film and media,yourdoctorfm.com,+44 330 088 2163,info@yourdoctorfm.com,175.0
alphamedicol ltd.,alphamedicol.co.uk,+44 330 223 6808,info@alphamedicol.co.uk,180.0
c19 testing,www.c19testing.co.uk,+44 20 3920 9012,support@c19testing.co.uk,180.0
calder pharmacy & medspa clinic of notting hill,www.medspa.co.uk,+44 20 7034 0156,info@medspa.co.uk,180.0
ukcovidtest,ukcovidtest.co.uk,+44 29 2128 0591,info@ukcovidtest.co.uk,186.5
@covid19 health clinics limited,,+44 20 3811 8545,info@covid19healthclinics.com,199.0
bansals pharmacy (southend on sea),bansalspharmacy.co.uk,+44 1702 587500,bansalspharmacyservices@gmail.com,199.0
"c & h esher ltd t/a central pharmacy, esher",www.centralpharmacyesher.com,+44 1372 464007,covidtestbookings@candhesher.com,205.0
dr shilpa dave private gp teddington,www.privategp.org,+44 20 3303 0326,covidtest@privategp.org,250.0
queen anne street medical centre,heartlungcentre.com,+44 20 7034 3301,enquiries@heartlungcentre.com,250.0
medical and rescue,www.medicalandrescue.co.uk,+44 1784 637999,enquires@medicalandrescue.co.uk,260.0
expert doctors,www.expertdoctors.uk,+44 1274 270270,support@expertdoctors.uk,24.0
uk health testing,ukhealthtesting.com,+44 1604 800609,covid@ukhealthtesting.com,24.96
expert tms limited,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com,24.99
1 health hub,www.1healthhub.co.uk,+44 1604 930385,info@thehealthhub.com,25.0
1010labs,www.1010labs.co.uk,+44 121 822 8430,covenquiries@1010labs.co.uk,25.0
100 covid clear,100covidclear.co.uk,+44 330 133 3899,help@100covidclear.co.uk,28.0
1affordabletest.com,1affordabletest.com,+44 20 3475 0940,travel@1affordabletest.com,34.99
occupational health bristol,hhhdiagnostics.co.uk,+44 161 806 0420,info@hhhdiagnostics.co.uk,38.99
1 stop covid shop,www.1stopcovidshop.com,+44 7862 268224,contact@1stopcovidshop.com,40.0
123clinics,123clinics.co.uk,+44 121 817 0999,info@123clinics.co.uk,40.0
004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@medicaltesting.co.uk,43.5
live covid testing,livecovidtesting.co.uk,+44 330 223 5697,info@livecovidtesting.co.uk,47.0
ais covid testing ltd,aiscovid.com,+44 7942 322777,info@aiscovid.com,48.0
crown laboratories ltd,www.crownlabs-uk.com,+44 20 7193 3740,info@crownlabs-uk.com,55.0
accendolab limited,www.accendolab.co.uk,+44 330 133 3612,traveltests@accendolab.co.uk,60.0
sterling testing,www.sterlingtesting.co.uk,+44 333 335 5373,bookings@sterlingtesting.co.uk,70.0
kurix health,www.kurixhealth.co.uk ,+44 808 196 5787,hello@kurixhealth.co.uk,84.0
covid test pick and drop,covidtestpickanddrop.com,+44 20 3371 8814,support@conceptoclinic.co.uk,99.0
reading fit to fly,www.readingfittofly.co.uk,+44 20 3875 5160,customerservice@readingfittofly.co.uk,99.0
1west end medical practice uk ltd,1westendmedicalpracticeuk.com,+44 20 3137 5062,info@1westendmedicalpracticeuk.com,124.0
consultant clinic,consultantclinic.org,+44 161 399 0402,info@consultantclinic.org,130.0
a1 global testing limited,a1globaltesting.com,+44 20 7337 2427,admin@a1globaltesting.com,133.99
mhf medical concierge,mhfcovidtesting.co.uk,+44 20 7060 1136,info@mhfcovidtesting.co.uk,139.0
107 harley street,107harleystreet.co.uk,+44 20 7935 8627,covidtesting@107harleystreet.co.uk,150.0
123tests.co.uk,123tests.co.uk,+44 20 3148 2505,support@123tests.co.uk,150.0
qured,qured.com,+44 333 016 4411,support@qured.com,150.0
orchard clinic / orchard blood,,+44 20 3198 3100,pa@orchard-clinic.co.uk,160.0
outcome diagnostics (outcomedx),www.outcomedx.com,+44 20 3148 2505,contact@outcome-diagnostics.co.uk,160.0
scotnursing & medical services (snms),scotnursing.com,+44 141 255 1222,info@scotnursing.com,160.0
claret diagnostics ltd,www.privatecovidtests.co.uk,+44 7812 765833,customerservices@claretdiagnostics.com,169.0
sterling testing,www.sterlingtesting.co.uk,+44 333 335 5373,bookings@sterlingtesting.co.uk,169.99
nph group,www.nph-group.co.uk,+44 191 605 3140,testing@nph-group.co.uk,175.0
objective health ltd,www.objectivehealth.co.uk,+44 191 486 2425,info@objectivehealth.co.uk,180.0
yourhealthfirst clinic,covid19.yourhealthfirst.uk,+44 20 7225 3582,info@yourhealthfirst.uk,210.0
queen anne street medical centre,heartlungcentre.com,+44 20 7034 3301,enquiries@qasmc.com,250.0
100 covid clear,100covidclear.co.uk,+44 330 133 3899,help@100covidclear.co.uk,4.95
uk health testing,ukhealthtesting.com,+44 1604 800609,covid@ukhealthtesting.com,4.95
expert tms limited,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com,4.99
quick clinics,www.quickclinics.co.uk,+44 20 8092 6507,bookings@quickclinics.co.uk,7.5
1010labs,www.1010labs.co.uk,+44 121 822 8430,covenquiries@1010labs.co.uk,9.99
expert doctors,www.expertdoctors.uk,+44 1274 270270,support@expertdoctors.uk,9.99
123clinics,123clinics.co.uk,+44 121 817 0999,info@123clinics.co.uk,12.45
hhh diagnostics,hhhdiagnostics.co.uk,+44 161 806 0420,info@hhhdiagnostics.co.uk,12.49
expert medicals,www.expert-medicals.co.uk,+44 1274 905667,covid@expert-medicals.co.uk,13.99
1 stop covid shop,www.1stopcovidshop.com,+44 7862 268224,contact@1stopcovidshop.com,14.99
outcome diagnostics (outcomedx),www.outcomedx.com,+44 20 3148 2505,contact@outcome-diagnostics.co.uk,18.0
1 health hub,www.1healthhub.co.uk,+44 1604 930385,info@thehealthhub.com,18.99
future health technologies limited,futurehealthbiobank.com,+44 115 907 8610,covidsales@fhbb.com,19.0
mlp,www.mylondonpharmacy.co.uk,+44 20 8126 5156,info@londontest.co.uk,19.99
121 covicall,121covicall.com,+44 7942 322777,info@121covicall.com,23.99
optimized body & mind,optimizedbodyandmind.co.uk,+44 333 012 4214,info@optimizedbodyandmind.co.uk,25.0
118testing,118testing.com,+44 20 3642 2142,contact@118testing.com,28.99
118testing,,+44 20 3642 2142,contact@118testing.com,30.0
1 affordabletest.com,1affordabletest.com,+44 20 3475 0940,travel@1affordabletest.com,34.99
confirm testing,www.confirmtesting.com,+44 20 3870 3623,info@confirmtesting.com,35.0
001 covid test,001covidtest.co.uk,+44 330 133 4285,contact@001covidtest.co.uk,45.0
accendolab limited,www.accendolab.co.uk,+44 330 133 3612,traveltests@accendolab.co.uk,50.0
medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,cs@medicinesonline.org.uk,84.0
labmedexpert limited,patient.labmedexpert.co.uk,+44 7460 818350,day2andday8@labmedexpert.co.uk,85.0
healthium clinics,healthiumclinics.com,+44 1491 756015,info@healthiumclinics.com,86.0
iqdoctor,www.iqdoctor.co.uk,+44 121 753 4928,help@iqdoctor.co.uk,89.0
a1 track&travel,www.a1trackandtravel.co.uk,+44 333 335 5910,info@a1trackandtravel.co.uk,95.0
1st class testing,1stclasstesting.co.uk,+44 20 3442 0280,info@1stclasstesting.co.uk,98.0
harley medic international,harleymedic.co.uk,+44 330 390 3666,info@harleymedic.co.uk,99.0
the health suite,thehealthsuite.co.uk,+44 116 241 0010,info@thehealthsuite.co.uk,99.0
peplobio,www.peplobio.co.uk,+44 1483 685190,info@peplobio.co.uk,119.0
reading fit to fly/oxford road clinics ltd,www.readingfittofly.co.uk,+44 20 3875 5160,customerservice@readingfittofly.co.uk,119.0
c-19 direct uk lab alliance by cambrige clinical laboratories & nonocus,c-19direct.com,+44 20 3002 6070,info@c-19direct.com,119.95
blindspot global,www.blindspotglobal.com,+44 333 242 0580,info@blindspotglobal.com,120.0
dna workplace,www.dnaworkplace.com,+44 20 3943 5777,travel@dnaworkplace.com,120.0
ck doctors covid travel clinics,www.covidtravelclinics.com,+44 333 090 9494,support@covidtravelclinics.com,125.0
live covid testing,livecovidtesting.co.uk,+44 330 223 5697,info@livecovidtesting.co.uk,125.0
london corona test centre,www.londoncoronatestcentre.com,+44 1895 671717,tests@londoncoronatestcentre.com,125.0
apollo testing,www.apollotesting.com,+44 121 828 4023,support@apollotesting.com,128.0
247hometesting,247hometesting.com,+44 203976835,info@247hometesting.com,129.0
1rapid clinics,rapidclinics.co.uk,+44 20 3137 5047,info@1rapidclinics.co.uk,130.0
"nivha laboratory services ltd, randox",,+44 330 223 6419,covid19@nivha.net,130.0
chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,info@chbmedical.com,140.0
the health clinic by ar,www.healthclinicbyar.co.uk,+44 1422 730022,covid@healthclinicbyar.co.uk,140.0
jdoc medical limited ( t/a jdoc365),jdoc365.co.uk,+44 20 3656 5657,covid19@jdoc365.co.uk,145.0
all healthcare,allhealthcare.co.uk,+44 330 223 6783,info@allhealthcare.co.uk,147.0
all healthcare,allhealthcare.co.uk,+44 330 223 6783,info@allhealthcare.co.uk,147.0
all healthcare,allhealthcare.co.uk,+44 330 223 6783,info@allhealthcare.co.uk,147.0
all healthcare,allhealthcare.co.uk,+44 330 223 6783,info@allhealthcare.co.uk,147.0
cq doctor,cqdoctor.co.uk,+44 333 404 9512,help@cqdoctor.co.uk,149.0
blackburn travel clinic,blackburntravelclinic.co.uk,+44 1254 54988,info@blackburntravelclinic.co.uk,150.0
covidfly,www.covidfly.co.uk,+44 7973 507048,enquiries@covidfly.co.uk,150.0
midlands ultrasound and medical services,www.mums.me.uk,+44 121 704 2669,administrator@mums.me.uk,150.0
pexpo diagnostics,londontesting.co.uk,+44 20 3575 1209,day2day8@pexpo.co.uk,150.0
kings medical centre,,+44 20 7723 7258,info@kingsmedicalcentre.london,154.0
west midlands,www.shifa-pharmacy.co.uk,+44 121 439 8062,shifapharmacist@gmail.com,155.0
klarity,klarity.health,+44 20 3239 9818,hello@getklarity.shop,155.92
assuredscreening.com,www.assuredscreening.com,+44 800 135 7095,enquiries@assuredscreening.com,159.0
the city & travel clinic,,+44 20 7062 2385,admin@thecityandtravelclinic.com,159.99
coker chest clinic,www.chestclinic.co.uk,+44 20 7118 5600,info@chestclinic.co.uk,160.0
orchard clinic / orchard blood,orchardblood.co.uk,+44 20 3198 3100,pa@orchard-clinic.co.uk,160.0
pulmonics,,+44 7517 057681,contact@pulmonics.co.uk,160.0
world travel clinic,www.thepharmshop.com,+44 1753 867030,hello@worldtravelclinic.co.uk,170.0
national covid testing (klinical enterprises ltd),,+44 116 304 6220,support@nationalcovidtesting.co.uk,178.2
3six health,3sixtesting.co.uk,+44 330 133 4208,support@3sixhealth.co.uk,179.0
1 covclinics,www.covclinics.co.uk,+44 161 529 5488,info@covclinics.co.uk,180.0
alphamedicol ltd,alphamedicol.co.uk,+44 330 223 6808,info@alphamedicol.co.uk,180.0
church pharmacy weybridge,churchpharmacyclinic.co.uk,+44 333 577 4575,orders@churchpharmacyclinic.co.uk,180.0
longridge travel health clinic,www.longridgetravelhealthclinic.com,+44 1772 439054,info@longridgetravelhealthclinic.com,180.0
tac healthcare group,,+44 7845 005390,dinesh.venkama@tachealthcare.com,188.0
nhl pharmacy,getavaccine.co.uk,+44 1772 700483,esales@nhlpharmacy.co.uk,190.0
004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@medicaltesting.co.uk,198.0
.0000covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,info@covidtravelpcr.com,199.0
samedaydoctor city clinic,www.samedaydoctor.org,+44 20 3871 6015,city@samedaydoctor.co.uk,200.0
dochq.co.uk,dochq.co.uk,+44 330 088 0645,covidtesthelp@dochq.co.uk,205.0
doctap ltd,doctap.co.uk,+44 20 7183 3254,covid19@doctap.co.uk,218.0
saunders pharmacy,fgsaunderspharmacy.co.uk,+44 1753 863775,customerservices@fgsaunderspharmacy.co.uk,219.0
bansals pharmacy (southend on sea),bansalspharmacy.co.uk,+44 1702 587500,bansalspharmacyservices@gmail.com,230.0
mayfair doctors,www.mayfairdoctors.com,+44 20 7499 1581,covidtest@mayfairdoctors.com,250.0
your doctor film and media,yourdoctorfm.com,+44 330 088 2163,info@yourdoctorfm.com,250.0
the hove practice,thehovepractice.co.uk,+44 1273 733830,reception@thehovepractice.co.uk,270.0
sloane square medical,www.sloanesquaremedical.org,+44 20 7730 8835,manager@sloanesquaremedical.org,275.0
