company_name,company_number_0,company_number_1,company_number_2,company_number_3,company_number_4,company_email_0,company_email_1,company_email_2,company_link_0,company_link_1,company_link_2,company_link_3,price_0,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11
project screen by prenetics,+44 300 303 2860,,,,,care@projectscreen.co.uk,,,www.projectscreen.co.uk,,,,164.0,154.0,,,,,,,,,,
protein technologies ltd / rapiditydx,+44 161 226 2366,,,,,covidtesting@protein-technologies.com,,,rapiditydx.com,,,,99.0,,,,,,,,,,,
protein technologies ltd t/a as rapiditydx,+44 161 226 2366,,,,,covidtesting@protein-technologies.com,,,rapiditydx.com,,,,185.0,,,,,,,,,,,
protein technologies t/a rapiditydx,,,,,,covidtesting@protein-technologies.com,,,rapiditydx.com,,,,99.0,,,,,,,,,,,
proviris solutions,+44 037738641,,,,,support@provirissolutions.com,,,provirissolutions.com,,,,118.0,139.98,,,,,,,,,,
pt diagnostics,,,,,,testing@ptdiagnostics.co.uk,,,,,,,175.0,,,,,,,,,,,
pulmonics,+44 7517 057681,,,,,contact@pulmonics.co.uk,,,pulmonics.co.uk,,,,200.0,160.0,,,,,,,,,,
pulteney pharmacy,+44 1225 466454,,,,,pulpharm@gmail.com,,,www.pulteneypharmacy.com,,,,169.0,,,,,,,,,,,
pureflo health ltd,+44 20 3475 3426,,,,,contact@pureflohealth.co.uk,,,pureflohealth.co.uk,,,,210.0,,,,,,,,,,,
pyramid pharmacy,+44 20 8317 1176,,,,,farah@pyramidpharmacy.co.uk,,,pyramidpharmacywoolwich.co.uk,,,,200.0,,,,,,,,,,,
pyramid pharmacy bermondsey,+44 20 7237 1659,,,,,southwark@pyramidpharmacy.co.uk,,,www.pcrtest2release.com,,,,220.0,,,,,,,,,,,
pyramid pharmacy woolwich,+44 20 8317 1176,,,,,woolwich@pyramidpharmacy.co.uk,,,pyramidpharmacywoolwich.co.uk,,,,199.0,,,,,,,,,,,
pyser testing,+44 20 7193 3740,,,,,sales@pysertesting.com,,,pysertesting.com,,,,234.0,125.0,,,,,,,,,,
queen anne street medical centre,+44 20 7034 3301,,,,,enquiries@heartlungcentre.com,enquiries@qasmc.com,,heartlungcentre.com,,,,250.0,198.0,,,,,,,,,,
quest medical,+44 141 648 7180,,,,,support@questmedical.co.uk,,,www.questmedical.co.uk,,,,20.0,,,,,,,,,,,
quick clinics,+44 20 8092 6507,,,,,bookings@quickclinics.co.uk,,,www.quickclinics.co.uk,,,,169.0,99.0,70.0,50.0,35.0,7.5,149.0,24.0,154.0,145.0,82.0,
quick meds,+44 121 628 5318,,,,,results@apothecare.co.uk,,,www.quickmeds.co.uk,,,,195.0,,,,,,,,,,,
quick meds using labmedexpert,+44 121 628 5318,,,,,results@apothecare.co.uk,,,www.quickmeds.co.uk,,,,195.0,,,,,,,,,,,
qured,+44 20 3966 6924,+44 333 016 4411,,,,support@qured.com,,,qured.com,webform.qured.com,,,198.0,150.0,138.0,,,,,,,,,
rainbow labs,+44 7442 795363,+44 7436 055025,,,,support@rainbowlabs.co.uk,support@rainbow.co.uk,,rainbowlabs.co.uk,www.rainbowlabs.co.uk,,,160.0,145.0,120.0,108.0,,,,,,,,
ramss,+44 345 200 2551,,,,,office@ramss.co.uk,,,www.ramss.co.uk,,,,200.0,,,,,,,,,,,
ramss limited,+44 345 200 2551,,,,,office@ramss.co.uk,,,www.ramss.co.uk,,,,240.0,216.0,,,,,,,,,,
randox health airport testing,+44 800 254 5201,,,,,covidcustomersupport@randox.com,covidsales@randox.com,,fly.randox.com,,,,86.0,,,,,,,,,,,
randox health liverpoolone,+44 800 254 5201,,,,,covidcustomersupport@randox.com,,,,lpl.randox.com,,,60.0,43.0,,,,,,,,,,
randox health london limited,+44 800 254 5201,,,,,covidcustomersupport@randoxhealth.com,,,fly.randox.com,,,,120.0,,,,,,,,,,,
randox laboratories,+44 28 9442 2413,,,,,covidcustomersupport@randox.com,,,www.randoxhealth.com,,,,120.0,,,,,,,,,,,
randox laboratories ltd,+44 28 9442 2413,,,,,covidsales@randox.com,covidcustomersupport@randox.com,,www.randoxhealth.com,,,,86.0,,,,,,,,,,,
rapid covid testing,+44 20 7112 4964,,,,,info@rapidcovidtesting.org.uk,,,www.rapidcovidtesting.org.uk,,,,160.0,,,,,,,,,,,
rapid health test,+44 1872 229740,,,,,contact@rapidhealthtest.com,info@rapidhealthtest.com,,rapidhealthtest.com,,,,199.0,179.0,,,,,,,,,,
rapid pcr,+44 7907 028192,,,,,rapidpcrtest@hotmail.com,,,www.rapidpcr.co.uk,rapidpcr.co.uk,,,178.0,,,,,,,,,,,
rapiditydx,+44 1602 262366,,,,,covidtesting@protein-technologies.com,,,www.rapiditydx.com,,,,185.0,,,,,,,,,,,
rb health and safety solutions ltd,+44 1424 205990,,,,,charlotte.collyer@rbhealthandsafety.co.uk,,,www.rbhealthandsafety.co.uk,,,,195.0,,,,,,,,,,,
rb healthcare ltd,+44 151 203 6535,+44 161 870 6546,,,,admin@clearchemist.co.uk,info@cheshiretravelclinic.co.uk,,www.clearchemist.co.uk,pharmadoctor.co.uk,,,195.0,220.0,,,,,,,,,,
reading fit to fly,+44 20 3875 5160,,,,,customerservice@readingfittofly.co.uk,,,www.readingfittofly.co.uk,,,,99.0,,,,,,,,,,,
reading fit to fly/oxford road clinics ltd,+44 20 3875 5160,,,,,customerservice@readingfittofly.co.uk,,,www.readingfittofly.co.uk,,,,119.0,,,,,,,,,,,
recovery4life,+44 333 344 5790,,,,,bookings@recovery4life.co.uk,,,www.recovery4life.co.uk,,,,145.0,,,,,,,,,,,
red 1 response,+44 330 229 0112,,,,,hello@red1response.com,,,covid.red1response.com,,,,155.99,178.0,,,,,,,,,,
remedi health,+44 1962 396695,,,,,support@remedihealth.co,,,remedihealth.co,,,,250.0,,,,,,,,,,,
remedys pharmacy,+44 20 7286 7255,,,,,covid@remedyspharmacy.london,,,audley-remedys.uk,,,,170.0,,,,,,,,,,,
remedys pharmacy w9,+44 20 7286 7255,,,,,covid@remedyspharmacy.london,,,,,,,190.0,,,,,,,,,,,
research consultancy and health ltd,+44 7904 697060,,,,,covid19test@rcandh.com,,,rcandh.com,,,,175.0,,,,,,,,,,,
reviv uk,+44 161 209 3754,,,,,ukdiagnostics@revivme.com,,,reviv-pcr.co.uk,,,,199.0,,,,,,,,,,,
rightangled,+44 20 3950 3394,,,,,info@rightangled.co,,,www.rightangled.co,,,,210.0,,,,,,,,,,,
rivahealth,+44 161 518 2999,,,,,info@rivahealth.co.uk,,,rivahealth.co.uk,,,,60.0,,,,,,,,,,,
roc health services,+44 1224 515254,,,,,covid19@rochealthservices.com,,,rochealthservices.com,,,,400.0,250.0,292.0,,,,,,,,,
roc private clinic,+44 1225 515254,+44 1224 515254,,,,covid19@rochealthservices.com,,,rocprivateclinic.com,,,,140.0,250.0,,,,,,,,,,
rosalyn’s medical and wellbeing clinic,+44 1924 654105,,,,,info@rosalynsmedical.com,,,rosalynsmedical.com,,,,198.0,,,,,,,,,,,
roshni clinic,+44 333 050 7138,,,,,info@roshniclinic.co.uk,,,www.roshniclinic.com,,,,175.0,,,,,,,,,,,
rt diagnostics,+44 1422 416242,,,,,info@rtdiagnostics.co.uk,,,www.rtdiagnostics.co.uk,,,,98.0,84.0,,,,,,,,,,
same day clinic,+44 20 8050 4353,,,,,info@pharmesthetics.com,,,www.samedayclinic.co.uk,,,,115.0,,,,,,,,,,,
samedaydoctor,+44 20 7531 7120,,,,,canarywharf@samedaydoctor.co.uk,,,questionnaire.heydoc.co.uk,,,,290.0,,,,,,,,,,,
samedaydoctor canary wharf,+44 20 7531 7120,,,,,canarywharf@samedaydoctor.co.uk,,,samedaydoctor.org,,,,290.0,,,,,,,,,,,
samedaydoctor city clinic,+44 20 3871 6015,,,,,city@samedaydoctor.co.uk,,,www.samedaydoctor.org,,,,290.0,200.0,,,,,,,,,,
samedaydoctor manchester,+44 161 827 7868,,,,,manchester@samedaydoctor.co.uk,,,questionnaire.heydoc.co.uk,,,,290.0,200.0,,,,,,,,,,
saunders pharmacy,+44 1753 863775,,,,,customerservices@fgsaunderspharmacy.co.uk,,,fgsaunderspharmacy.co.uk,,,,219.0,,,,,,,,,,,
scotnursing & medical services (snms),+44 141 255 1222,,,,,info@scotnursing.com,,,scotnursing.com,,,,160.0,,,,,,,,,,,
screen4,+44 1226 730052,,,,,covid19@screen4.org,,,screen4.org ,screen4.org,,,150.0,120.0,105.0,60.0,,,,,,,,
sevenoaks gp t/a the private gp clinic,+44 1732 835212,,,,,info@theprivategpclinic.co.uk,,,www.theprivategpclinic.co.uk,,,,240.0,,,,,,,,,,,
shakib&neale limitd (107 harley street),+44 20 7935 8627,,,,,covidtesting@107harleystreet.co.uk,,,harleystreetmaxillofacialclinic.com,,,,150.0,,,,,,,,,,,
shantys pharmacy,+44 20 7247 2140,,,,,info@shantyspharmacy.com,,,shantyspharmacy.com,,,,230.0,215.0,,,,,,,,,,
sirkka networks limited,+44 330 088 1263,,,,,day2day8@sirkkaltd.com,,,www.sirkkanetworks.com,www.sirkkaltd.com,,,135.0,128.0,,,,,,,,,,
site lt,+44 7398 230712,,,,,covid@sitelt.co.uk,,,www.sitelt.co.uk,sitelt.co.uk,,,180.0,120.0,130.0,,,,,,,,,
skc occupational health,+44 1235 606080,,,,,su@skcoccupationalhealth.org,,,suchantry.com,,,,250.0,,,,,,,,,,,
skc occupational health oxford,+44 1235 606080,,,,,su@skcoccupationalhealth.org,,,suchantry.com,,,,190.0,,,,,,,,,,,
sloane square medical,+44 20 7730 8835,,,,,manager@sloanesquaremedical.org,,,www.sloanesquaremedical.org,,,,325.0,275.0,,,,,,,,,,
sloane street testing,+44 20 3879 0019,,,,,testingcentre@sloanestreetsurgery.co.uk,,,www.sloanestreettesting.co.uk,,,,245.0,149.0,,,,,,,,,,
solice health ltd,+44 20 7459 4535,,,,,contact@solice.health,,,www.solice.health,,,,210.0,,,,,,,,,,,
solihull health check clinic,+44 121 745 7400,,,,,connect@shcc.co.uk,,,www.solihullhealthcheckclinic.co.uk,,,,210.0,,,,,,,,,,,
somdoc ltd / home2lab,+44 20 7117 2458,,,,,hello@home2lab.co.uk,,,home2lab.co.uk,,,,179.0,,,,,,,,,,,
sorcha biotech,+44 141 237 4110,,,,,judy@sorchabiotech.co,,,www.sorchabiotech.com,,,,130.0,,,,,,,,,,,
source bioscience,+44 115 973 9012,,,,,covid@sourcebioscience.com,,,coviduk.sourcebioscience.com,,,,120.0,,,,,,,,,,,
south west london covid 19 testing centre,+44 7930 192187,,,,,info@swltest.com,,,www.swltest.com,,,,230.0,199.0,,,,,,,,,,
south west london covid-19 centre,+44 7930 192187,,,,,info@swltest.com,,,www.swltest.com,,,,230.0,,,,,,,,,,,
southdowns private healthcare,+44 330 220 2000,,,,,info@southdownsprivatehealthcare.co.uk,,,www.southdownsprivatehealthcare.co.uk,,,,220.0,,,,,,,,,,,
sterling testing,+44 333 335 5373,,,,,bookings@sterlingtesting.co.uk,,,www.sterlingtesting.co.uk,,,,95.0,75.0,85.0,54.99,70.0,169.99,,,,,,
summerfield healthcare,+44 333 900 0010,,,,,covidtesting@summerfieldhealthcare.co.uk,,,www.summerfieldhealthcare.co.uk,,,,199.0,,,,,,,,,,,
sussex healthcare solutions ltd,+44 323325445,,,,,sussexhealthcare@outlook.com,,,,,,,120.0,,,,,,,,,,,
synlab,+44 7341 088222,+44 333 014 3760,,,,testtorelease@synlab.co.uk,,,humanmedicine.synlab.co.uk,,,,185.0,165.0,,,,,,,,,,
t consultants,+44 7952 911145,,,,,covidtestscentre@gmail.com,,,www.covidtestscentre.com,,,,165.0,,,,,,,,,,,
t consultants ltd,+44 7952 911145,,,,,covidtestscentre@gmail.com,,,www.covidtestscentre.com,covidtestscentre.com,,,150.0,140.0,135.0,,,,,,,,,
"t/a nash travel, tourism and transport services ltd",+44 7795 388789,,,,,info@covidfittoflytest.co.uk,,,www.covidfittoflytest.co.uk,,,,174.99,,,,,,,,,,,
tac healthcare group,+44 7845 005390,+44 333 014 3488,,,,dinesh.venkama@tachealthcare.com,c19@tachealthcare.com,,,www.tachealthcaregroup.com,,,188.0,,,,,,,,,,,
tamsel (uk) ltd,+44 20 3167 1228,,,,,info@tamsel.co.uk,,,tamsel.co.uk,,,,130.0,,,,,,,,,,,
test assurance group,+44 330 118 0008,,,,,testing@testassurancegroup.com,,,testassurancegroup.com,,,,165.0,,,,,,,,,,,
test for now,+44 141 628 5667,,,,,info@testfornow.co.uk,,,testfornow.co.uk,,,,169.0,,,,,,,,,,,
test for now ltd,+44 141 628 5667,,,,,info@testfornow.co.uk,,,testfornow.co.uk,,,,165.0,,,,,,,,,,,
test to you,+44 7872 172176,,,,,customercare@testtoyou.co.uk,,,testtoyou.co.uk,,,,250.0,280.0,,,,,,,,,,
testing for all,+44 20 3301 1100,,,,,travel@testingforall.org,,,www.testingforall.org,,,,105.0,99.0,95.0,89.0,,,,,,,,
testngo,+44 330 133 4454,,,,,info@testngo.co.uk,,,testngo.co.uk,,,,120.0,,,,,,,,,,,
the bridge clinic,+44 1753 664139,,,,,covid.check@outlook.com,,,please.use.email,bridge-clinic.com,,,120.0,80.0,,,,,,,,,,
the city & travel clinic,+44 20 7062 2385,,,,,admin@thecityandtravelclinic.com,,,,,,,159.99,,,,,,,,,,,
the clinic mk ltd,+44 1908 309290,,,,,info@theclinicmk.co.uk,,,www.theclinicmk.co.uk,,,,168.0,,,,,,,,,,,
the express clinic,+44 20 3893 2621,,,,,info@theexpressclinic.com,,,www.theexpressclinic.com,,,,200.0,,,,,,,,,,,
the guildhall practice,+44 121 441 2626,,,,,covidtest@theguildhallpractice.co.uk,,,theguildhallpractice.co.uk,,,,199.0,,,,,,,,,,,
the health clinic by ar,+44 1422 730022,,,,,covid@healthclinicbyar.co.uk,,,www.healthclinicbyar.co.uk,,,,179.0,140.0,,,,,,,,,,
the health clinic by ar limited,+44 1422 730022,,,,,covid@healthclinicbyar.co.uk,,,www.healthclinicbyar.co.uk,,,,90.0,119.0,,,,,,,,,,
the health suite,+44 116 241 0010,,,,,info@thehealthsuite.co.uk,,,thehealthsuite.co.uk,,,,199.0,165.0,110.0,99.0,148.0,,,,,,,
the hove practice,+44 1273 733830,,,,,reception@thehovepractice.co.uk,,,thehovepractice.co.uk,,,,275.0,270.0,,,,,,,,,,
the london general practice,+44 20 7935 1000,,,,,info@thelondongeneralpractice.com,,,www.thelondongeneralpractice.com,,,,260.0,,,,,,,,,,,
the mayfair gp,+44 7568 369455,,,,,info@themayfairgp.com,,,,,,,675.0,,,,,,,,,,,
the mayfair gp clinic,+44 7568 369455,,,,,info@themayfairgp.com,,,www.themayfairgp.com,,,,575.0,,,,,,,,,,,
the medic clinic,+44 1234 880079,,,,,info@medicclinic.co.uk,,,medicclinic.co.uk,,,,195.0,,,,,,,,,,,
the melton clinic,+44 1664 650550,,,,,info@themeltonclinic.co.uk,,,www.themeltonclinic.co.uk,,,,199.0,169.0,,,,,,,,,,
the montague clinic,+44 20 3637 7999,,,,,expresscovidtests@montagueclinic.com,,,montagueclinic.com,,,,200.0,165.0,99.0,20.0,,,,,,,,
the new foscote hospital,+44 1295 252281,,,,,covidtesting@foscote.hospital,,,thefoscotehospital.co.uk,,,,150.0,275.0,,,,,,,,,,
the palace gate practice limited,+44 20 7244 5806,,,,,covidtesting@palacegatepractice.com,,,www.palacegatepractice.com,,,,195.0,250.0,,,,,,,,,,
the pharmacy at mayfair and clinic,+44 7958 499522,,,,,pharmacyatmayfair@gmail.com,,,www.pharmacymayfair.co.uk,,,,250.0,,,,,,,,,,,
the regenerative clinic,+44 330 223 3332,+44 20 3637 5566,,,,diagnostics@theregenerativeclinic.co.uk,,,www.theregenerativeclinic.co.uk,,,,220.0,149.0,,,,,,,,,,
the travel health clinic,+44 7851 848773,,,,,cv19clinic@gmail.com,,,thetravelhealthclinic.co.uk,,,,165.0,159.99,155.0,,,,,,,,,
the travel vaccine room,+44 7940 916597,,,,,info@thetravelvaccineroom.co.uk,,,thetravelvaccineroom.co.uk,,,,149.99,,,,,,,,,,,
the walcote practice,+44 1962 828715,,,,,info@thewalcotepractice.co.uk,info@thewalcotepratice.co.uk,,thewalcotepractice.co.uk,,,,230.0,,,,,,,,,,,
the wellness people ltd,+44 7752 095822,,,,,roshni@thewellnesspeople.co,,,,,,,220.0,250.0,,,,,,,,,,
the whitehall clinic,+44 113 833 4900,,,,,hello@whitehallclinic.com,,,www.whitehallclinic.com,,,,300.0,,,,,,,,,,,
thechemistlive.co.uk,+44 161 543 6622,,,,,admin@thechemistlive.co.uk,,,thechemistlive.com,,,,180.0,,,,,,,,,,,
top health clinic,+44 20 8123 4510,,,,,info@tophealthclinic.co.uk,,,tophealthclinic.co.uk,,,,220.0,,,,,,,,,,,
totley pharmacy ltd,+44 114 236 1070,,,,,totleypharmacyrepeats@hotmail.co.uk,,,www.totleypharmacy.co.uk,,,,190.0,,,,,,,,,,,
tower bridge wellness pharmacy,+44 20 3771 9927,,,,,contact@thewellnesspharmacy.co.uk,,,www.thewellnesspharmacy.co.uk,,,,249.0,,,,,,,,,,,
tp healthcare services,+44 20 4542 4558,,,,,enquiries@tphealthcareservices.com,,,www.tphealthcareservices.com,,,,190.0,,,,,,,,,,,
tp healthcare services limited,+44 20 4542 4558,,,,,enquiries@tphealthcareservices.com,,,www.tphealthcareservices.com,,,,170.0,,,,,,,,,,,
tp healthcare services ltd,+44 20 4542 4558,,,,,enquiries@tphealthcareservices.com,,,www.tphealthcareservices.com,,,,165.0,135.0,,,,,,,,,,
travel 19,+44 330 175 2530,,,,,hello@travel19.co.uk,,,www.travel19.co.uk,,,,26.99,20.0,,,,,,,,,,
travel centre,+44 20 7720 8701,,,,,covidtests@travelcentreclapham.com,,,www.travelcentreclapham.com,,,,195.0,,,,,,,,,,,
travel centre clapham,+44 20 7720 8701,,,,,covidtests@travelcentreclapham.com,,,www.travelcentreclapham.com,,,,195.0,165.0,,,,,,,,,,
travel centre clapham ltd,+44 20 7720 8701,,,,,covidtests@travelcentreclapham.com,,,www.travelcentreclapham.com,,,,95.0,160.0,170.0,,,,,,,,,
travel klinix,+44 24 7601 6519,,,,,info@travelklinix.com,,,travelklinix.com,,,,230.0,,,,,,,,,,,
travel test centre ltd,+44 20 3488 8976,,,,,info@traveltestcentre.com,,,www.traveltestcentre.com,www.traveltestcentre.co.uk,,,149.0,,,,,,,,,,,
treated.com,+44 20 7043 0716,,,,,customercare@treated.com,,,www.treated.com,,,,119.0,238.0,,,,,,,,,,
trio pharmacy,+44 1932 225900,,,,,triopharmacy1@gmail.com,,,www.triopharmacy.co.uk,,,,190.0,,,,,,,,,,,
tuli health,+44 20 8067 6074,,,,,info@tuli.health,,,tuli.health,portal.tuli.health,,,210.0,165.0,,,,,,,,,,
uk covid test centre,+44 1224 608702,,,,,support@covidtestcentre.net,,,www.covidtestcentre.net,,,,20.0,,,,,,,,,,,
uk event medics,+44 1270 895177,,,,,info@ukeventmedics.net,,,www.ukeventmedicservices.co.uk,,,,195.0,,,,,,,,,,,
uk event medics limited,+44 1270 895177,,,,,info@ukeventmedics.net,,,www.ukeventmedicservices.co.uk,,,,190.0,150.0,,,,,,,,,,
uk event medics ltd,+44 1270 895177,,,,,info@ukeventmedics.net,,,www.ukeventmedics.net,,,,150.0,,,,,,,,,,,
uk health testing,+44 1604 800609,,,,,covid@ukhealthtesting.com,,,ukhealthtesting.com,,,,160.0,39.99,33.0,24.96,4.95,119.0,29.0,20.0,25.99,98.0,,
uk testing arrival centre,+44 571627277,,,,,contact@arrivaltestcenter.com,,,arrivaltestcenter.com,,,,20.0,,,,,,,,,,,
ukcovidtest,+44 29 2128 0591,,,,,info@ukcovidtest.co.uk,,,ukcovidtest.co.uk,,,,220.0,186.5,181.5,104.0,,,,,,,,
vaccination uk ltd,+44 1462 459595,,,,,admin@vaccinationuk.co.uk,,,travelvaccination.co.uk,,,,165.0,,,,,,,,,,,
vanite clinic,+44 121 687 0025,,,,,info@vaniteclinic.com,,,www.vaniteclinic.com,,,,210.0,130.0,,,,,,,,,,
visithealth limited,+44 20 3795 5811,,,,,hello@visithealth.co.uk,,,visithealth.london,,,,290.0,,,,,,,,,,,
vista pharmacy,+44 20 7625 7931,,,,,covid@vistapharmacy.uk,,,www.vistapharmacy.uk,,,,139.0,,,,,,,,,,,
vitacheck,+44 1992 500651,,,,,info@vitacheck.health,,,,,,,190.0,,,,,,,,,,,
vitalclinic,,,,,,info@vitalclinic.co.uk,,,vitalclinic.co.uk,,,,20.0,,,,,,,,,,,
vitox,+44 20 7268 4915,,,,,info@vitox.co.uk,,,vitox.co.uk,,,,250.0,,,,,,,,,,,
vivo clinic,+44 333 305 8486,,,,,pcrtest@vivoteam.co.uk,,,vivoclinic.com,,,,199.0,238.0,205.7,,,,,,,,,
vsm pharmacy,+44 1276 21002,,,,,digital@vsmpharmacy.co.uk,,,www.vsmpharmacy.co.uk,,,,199.0,159.0,,,,,,,,,,
well pharmacy (bestway national chemists ltd),+44 1782 597313,,,,,hello@well.co.uk,,,shop.well.co.uk,,,,220.0,185.0,,,,,,,,,,
well pharmacy (bestway national chemists),+44 1782 597313,,,,,hello@well.co.uk,,,shop.well.co.uk,,,,220.0,,,,,,,,,,,
west midlands,+44 121 439 8062,,,,,shifapharmacist@gmail.com,,,www.shifa-pharmacy.co.uk,,,,155.0,,,,,,,,,,,
weston road pharmacy,+44 1785 248888,,,,,info@westonroadpharmacy.co.uk,,,www.travel-vaccination.co.uk,,,,155.0,,,,,,,,,,,
westwood pharmacy,+44 161 213 0394,,,,,shelemur.rahman@nhs.net,,,www.vaccinesfortravels.co.uk,,,,269.0,,,,,,,,,,,
winchester gp,+44 1962 776010,,,,,reception@winchestergp.com,,,winchestergp.com,,,,250.0,,,,,,,,,,,
woodsetton pharmacy,+44 1902 887501,,,,,woodsettonpharmacy1@gmail.com,,,,,,,145.0,,,,,,,,,,,
world travel clinic,+44 1753 847663,+44 1753 867030,,,,hello@worldtravelclinic.co.uk,,,www.thepharmshop.com,,,,199.0,175.0,170.0,,,,,,,,,
worldwide travel health clinic,+44 1204 263040,,,,,info@worldwidetravelhealth.co.uk,,,www.worldwidetravelhealth.co.uk,,,,179.0,149.0,,,,,,,,,,
wren healthcare,+44 20 3974 6950,,,,,results@wrenhealthcare.co.uk,,,wrenhealthcare.co.uk,,,,210.0,,,,,,,,,,,
"www.covidfittoflytest.co.uk t/a nash travel, tourism and transport services ltd.",+44 7795 388789,,,,,info@covidfittoflytest.co.uk,,,www.covidfittoflytest.co.uk,,,,184.99,174.99,,,,,,,,,,
xana medtec,+44 161 974 6518,,,,,info@xanamedtec.com,,,www.xanamedtec.com,,,,210.0,116.0,195.0,178.0,,,,,,,,
xana medtec ltd,+44 161 974 6518,,,,,info@xanamedtec.com,,,www.xanamedtec.com,,,,156.0,,,,,,,,,,,
yakub chemist,+44 116 251 2959,,,,,info@yakubchemist.co.uk,,,www.yakubchemist.co.uk,,,,190.0,150.0,,,,,,,,,,
your doctor film and media,+44 330 088 2163,,,,,info@yourdoctorfm.com,,,yourdoctorfm.com,,,,175.0,250.0,,,,,,,,,,
your gp circle,+44 333 800 5202,,,,,hello@yourgpcircle.co.uk,,,yourgpcircle.co.uk,,,,170.0,,,,,,,,,,,
your health first,+44 845 163 0458,,,,,info@yourhealthfirstltd.com,,,your-health-first.webnode.co.uk,yourhealthfirstltd.com,,,175.0,150.0,,,,,,,,,,
your health first ltd,+44 845 163 0458,,,,,info@yourhealthfirstltd.com,,,your-health-first.webnode.co.uk,,yourhealthfirstltd.com,,130.0,145.0,60.0,95.0,,,,,,,,
your private health,+44 161 519 4448,,,,,info@yourprivatehealth.co.uk,,,yourprivatehealth.co.uk,,,,209.0,210.0,135.0,,,,,,,,,
yourhealthfirst clinic,+44 20 7225 3582,,,,,info@yourhealthfirst.uk,,,covid19.yourhealthfirst.uk,,,,189.0,210.0,,,,,,,,,,
ypchealth,+44 113 531 4947,,,,,info@ypchealth.co.uk,,,www.ypchealth.co.uk,,,,175.0,,,,,,,,,,,
zava,+44 20 3588 0292,,,,,covidtraveltesting@zavamed.com,,,zavamed.com,www.zavamed.com,,,138.0,,,,,,,,,,,
zen healthcare,+44 20 7225 1660,,,,,testing@zenhealthcare.co.uk,,,www.zenhealthcare.co.uk,,,,210.0,,,,,,,,,,,
zen healthcare (purecare ltd),+44 20 7225 1660,,,,,testing@zenhealthcare.co.uk,,,www.zenhealthcare.co.uk,,,,200.0,170.0,,,,,,,,,,
zoomdoc,+44 20 7993 2292,,,,,info@zoomdoc.com,,,zoomdoc.com,www.zoomdoc.com,,,210.0,198.0,,,,,,,,,,
zoomdoc health,+44 20 7993 2292,,,,,info@zoomdoc.com,,,www.zoomdoc.com,,,,198.0,178.0,138.0,,,,,,,,,
